firstname,lastname,gender
Ines,Morquette,0
Yvette,Tchamye,0
Alice,Martinez,0
Carlos,Watanabe,1
Coralie,Andersen,0
Talitha,Johnson,0
Odon,Foli,1
Erik,Li,1
Juan,Kouadio,1
Patrick,Boateng,1
Giuseppe,Simon,1
Robert,Quist,1
Charlène,Sokpor,0
Ella,Sokpor,0
Richard,Bakari,1
Bella,Togbe,0
Julia,Taylor,0
Afia,Sokpor,0
Victoria,Williams,0
Miguel,Khan,1
Olympe,Larsson,0
Gérard,Moussa,1
Skylar,Baah,0
Adeline,Agbobli,0
Yannick,Patel,1
Luc,Petrov,1
Hilaire,Baah,1
Séraphine,Zoungrana,0
Tania,Gonzalez,0
Xenia,Adzaho,0
Ulysse,Bakari,1
Edem,Singh,1
Allison,Danquah,0
Ulysse,Martinez,1
Émilie,Andersen,0
Cédric,Gonzalez,1
Folly,Hansen,1
Audrey,Akakpo,0
Luc,Dogbe,1
Andrew,Adomako,1
Marco,Moussa,1
Akosua,Adzaho,0
Romain,Bakari,1
Abena,Ayigbe,0
Jorge,Attipoe,1
Joshua,Petrov,1
Ekoue,Ansah,1
Charles,Lawson,1
Xenia,Martinez,0
Clémence,Petrov,0
Klaus,Lefebvre,1
Henri,Hounnou,1
Yasmine,Moreau,0
Zinsou,Novak,1
Léa,Dzokoto,0
Fatoumata,Atsu,0
Dmitry,Gonzalez,1
Jean-Pierre,Chen,1
Yuki,Ayite,1
Akosua,Hounnou,0
Georges,Amegantse,1
Quintina,Ocloo,0
Dmitry,Akakpo-Doe,1
Kevin,Ofosu,1
Aurelie,Lefebvre,0
Ivan,Adzaho,1
Nathalie,Novak,0
Anani,Simon,1
Damien,Kouyaté,1
Mansan,Danquah,0
Stefan,Koffi,1
Aaliyah,Sharma,0
Tristan,Danquah,1
Sylvain,Amevor,1
Aria,Alassani,0
Isidore,Boateng,1
Clémence,Gbedemah,0
Camille,Hansen,0
Bernard,Tetteh,1
Arnaud,Ferreira,1
Jacques,Amegantse,1
Yasmine,Nyavor,0
Adeline,Moreau,0
Talitha,Atsu,0
Nathanael,Alassani,1
Luna,Baah,0
Zara,Aidoo,0
Yvette,Singh,0
Brigitte,Brown,0
Laura,Osei,0
Ursula,Takahashi,0
Henri,Diallo,1
Kwaku,Awuku,1
Hortense,Hansen,0
Essowaza,Zhang,1
Odon,Owusu,1
Serge,Agbozo,1
Efia,Fischer,0
Gbenga,Quist,1
Essowaza,Chen,1
Kofi,Dossou,1
Abena,Wilson,0
Marcel,Lawson,1
Odon,Akoto,1
Katia,Gnama,0
Mia,Larsson,0
Rahul,Diabre,1
Justine,Ofori-Atta,0
Ariana,Boateng,0
Edem,Osei,1
Sarah,Miller,0
Azhar,Lawson,1
Vincent,Lopez,1
José,Osei,1
Akakpo,Togbe,1
Méyébinesso,Obodai,1
Emeka,Djondo,1
Lucy,Akoto,0
Zinsou,Adzaho,1
Elise,Dzokoto,0
Xaviera,Sylla,0
Noah,Gbedemah,1
Stefan,Ocloo,1
Robert,Gnama,1
Kodjo,Akakpo,1
Awura,Silva,0
Victor,Chen,1
Efua,Miller,0
Skylar,Fischer,0
Giselle,Nyaku,0
Annabelle,Darko,0
Yōsuke,Müller,1
Leah,Watanabe,0
Nadine,Djondo,0
Afi,Gnama,0
Madeline,Agbozo,0
Jacques,Johnson,1
Sarah,Ansah,0
Marion,Garcia,0
Aurora,Takahashi,0
Roxane,Nayo,0
Sylvain,Foli,1
Willy,Ayite,1
Margot,Moussa,0
Gbenga,Hansen,1
Akakpo,Koffi,1
Rachelle,Kouadio,0
Axelle,Durand,0
Mila,Martinez,0
Tiphaine,Schmidt,0
Emeka,Owusu,1
Luna,Johansson,0
Marguerite,Novak,0
Kouadio,Pereira,1
Ellie,Baah,0
Sabrina,Tanaka,0
Raoul,Sarr,1
Ama,Ofori-Atta,0
Luc,Diallo,1
Kevin,Attipoe,1
Fleur,Ivanov,0
Hailey,Awuku,0
Odon,Miller,1
Anna,Togbe,0
Yao,Zhang,1
ruth,Ansah,0
Fiosron,Ofosu,0
Xavier,Fischer,1
Noah,Andersen,1
Xenia,Takyi,0
Raoul,Nkrumah,1
Kodjo,Asamoah,1
Julia,Agbozo,0
Christopher,Dossou,1
Méyébinesso,Koffi,1
Yves,Clark,1
Jacqueline,Tchamye,0
Audrey,Kouyaté,0
Hannah,Larsson,0
Adeyemi,Agbobli,1
Nicolas,Moussa,1
Alain,Ayigbe,1
Ilétou,Wilson,0
Sophie,Davis,0
Emma,Moussa,0
Peter,Sato,1
Zacharie,Zoungrana,1
Hazel,Khan,0
Diego,Alassani,1
Nicolette,Sokpor,0
Margot,Wilson,0
Ekoue,Jones,1
Zinsou,Nayo,1
François,Alassani,1
Grace,Sarr,0
Hans,Lefebvre,1
Ella,Adzaho,0
Kossi,Khan,1
Kossi,Rossi,1
Arnaud,Sarr,1
Ravi,Weber,1
Bernard,Rodriguez,1
Abigail,Rossi,0
Genesis,Batali,0
Katherine,Santos,0
Sabrina,Durand,0
Annabelle,Zhang,0
Yōsuke,Martinez,1
Cécilia,Bangoura,0
Simone,Tanaka,0
Victoria,Pereira,0
Mansan,Sharma,0
Jeanne,Moussa,0
Inès,Agbodeka,0
Ava,Dogbe,0
Philippine,Suzuki,0
Nana,Lopez,0
Kwadwo,Awuku,1
Riley,Jones,0
Johan,Ahove,1
Louis,Soglo,1
Paolo,Sharma,1
Rémy,Sylla,1
Genesis,Morquette,0
Marine,Dossou,0
Akakpo,Gbikpi,1
Gbenga,Tchamye,1
Giuseppe,Obodai,1
Rahul,Kowalski,1
Quentin,Singh,1
Abigail,Zoungrana,0
Noah,Akoto,1
Kwame,Kouyaté,1
Luis,Schneider,1
Abena,Smith,0
Elena,Takyi,0
Joshua,Diawara,1
Kodjo,Rodriguez,1
Raymond,Quist,1
Joseph,Garcia,1
Segun,Durand,1
Akosua,Amegantse,0
Brian,Zhang,1
Wei,Adomako,1
Brooklyn,Johnson,0
Willy,Khan,1
Patience,Esposito,0
Yvette,Batali,0
Régis,Lopez,1
Savannah,Gnama,0
Liliane,Sharma,0
Perrine,Amouzou,0
Michael,Novak,1
Maëlle,Agbozo,0
Komi,Weber,1
François,Lefebvre,1
Youssef,Ivanov,1
Gbenga,Koffi,1
Giuseppe,Nyavor,1
Aurelie,Ayite,0
Emeka,Lefebvre,1
Quintine,Azamati,0
Christopher,Russo,1
Gérard,Suzuki,1
Romain,Ackah,1
Hilaire,Zoungrana,1
Julien,Pereira,1
Nathanael,Smith,1
Ade,Russo,1
Sabrina,Avoseh,0
Sarah,Patel,0
Ursula,Amouzou,0
Lilou,Santos,0
Chike,Batali,1
Eliana,Taylor,0
Ines,Ahove,0
Zelda,Miller,0
Yves,Schneider,1
Hiroshi,Patel,1
Marion,Gbikpi,0
Sarah,Agbozo,0
Quenotte,Bangoura,0
Ama,Alassani,0
Kossi,Boateng,1
Kwame,Attipoe,1
Xavier,Diawara,1
Odon,Abliza,1
Luis,Batali,1
Léa,Ayite,0
Addison,Diallo,0
Eliana,Dossou,0
Genesis,Patel,0
Inès,Li,0
Youssef,Simon,1
Hilaire,Simon,1
Jeanne,Sagna,0
Talitha,Abliza,0
Antoine,Akakpo-Doe,1
Maëlle,Singh,0
Ama,Avoseh,0
Innocent,Mensah,1
Talitha,Sato,0
Yao,Amouzou,1
Kwaku,Jones,1
Ulysse,Williams,1
Lilou,Andersen,0
Roseline,Tchamye,0
Romain,Takahashi,1
Alain,Awuku,1
Samira,Koffi,0
Catherine,Moussa,0
Blandine,Attipoe,0
Yolande,Zoungrana,0
Julie,Avoseh,0
Marco,Johnson,1
Rahul,Gnama,1
Quenotte,Dzokoto,0
Manon,Brown,0
Ayouba,Darko,1
IDRISSOU,Diabre,1
Margot,Aidoo,0
Adeyemi,Brown,1
Gaston,Schneider,1
Cédric,Suzuki,1
Segun,Abliza,1
Bernard,Togbe,1
Giselle,Gbedemah,0
Helene,Ferreira,0
Kokouga,Mensah,1
Mamadou,Wang,1
Anani,Williams,1
Amenyo,Moussa,0
Didi,Larsson,1
Kevin,Li,1
Hiroshi,Gonzalez,1
Philippe,Andersen,1
Axelle,Amegantse,0
Kodjo,Diabre,1
Ama,Petrov,0
Quintina,Silva,0
Catherine,Avoseh,0
Caleb,Batali,1
Fatoumata,Taylor,0
Kossi,Novak,1
Thierry,Suzuki,1
Ezechiel,Ofori,1
Valentine,Zongo,0
Tiphaine,Nyaku,0
Mark,Amouzou,1
Cecilia,Lopez,0
Océane,Liu,0
Océane,Garcia,0
Laurent,Esposito,1
Adrien,Durand,1
Savannah,Gbedemah,0
Serge,Ackah,1
Tatiana,Adomako,0
Lucie,Rodriguez,0
Hiroshi,Dossou,1
Lars,Danquah,1
Adrien,Diallo,1
Essonani,Taylor,1
Helena,Simon,0
Lilou,Owusu,0
Hailey,Ferrari,0
Adrien,Ivanov,1
Baptiste,Koulibaly,1
Jin,Clark,1
Gabriella,Diallo,0
Yves,Akakpo-Doe,1
Ahmed,Dzokoto,1
Ximena,Lefebvre,0
Marcus,Liu,1
Andrew,Diallo,1
Violet,Sarr,0
Sophia,Rodriguez,0
Didi,Avoseh,1
Camila,Müller,0
Jean,Agbozo,1
Wanda,Sokpor,0
Hassan,Clark,1
Olympe,Singh,0
Daniel,Morquette,1
Koffi,Amekudzi,1
Grace,Ansah,0
Lydia,Djondo,0
Vincent,Johnson,1
Folly,Obodai,1
Aaliyah,Sarr,0
Liliane,Agyeman,0
Segun,Akakpo,1
Kodjo,Taylor,1
Kodjo,Zhang,1
Gilles,Sylla,1
Sophie,Toure,0
Tania,Anani,0
Madeline,Suzuki,0
Élise,Liu,0
Benoit,Schmidt,1
Louna,Togbe,0
Eloise,Agyeman,0
Amouzou,Danquah,1
Abdel-Aziz,Gupta,1
Mohamed,Lawson,1
Romain,Adzaho,1
Paisley,Ferrari,0
Gabriella,Aidoo,0
Océana,Amouzou,0
John,Agbobli,1
Dela,Obodai,1
Chike,Owusu,1
Audrey,Moussa,0
Giuseppe,Garcia,1
Aleksandr,Ferreira,1
Maëlle,Novak,0
Azhar,Fischer,1
Dela,Andersen,1
Quintina,Koffi,0
Alice,Sharma,0
William,Agbodeka,1
Bassooma,Kouyaté,1
Violet,Bangoura,0
Quintine,Ackah,0
Yasmine,Martinez,0
Raoul,Amouzou,1
Audrey,Nyavor,0
Sébastien,Avoseh,1
Maëlle,Müller,0
Adeline,Moussa,0
Antoine,Sato,1
Margot,Azamati,0
Ekoue,Khan,1
Eloise,Takyi,0
Omar,Ansah,1
Koku,Attipoe,1
Peter,Ahove,1
Sophia,Amekudzi,0
Perrine,Diawara,0
Aline,Owusu,0
Pascale,Hounnou,0
Laurent,Ackah,1
Rahul,Brown,1
Roseline,Gbikpi,0
Joseph,Andersen,1
Ahmed,Azamati,1
Christophe,Liu,1
Luna,Zoungrana,0
Adeline,Nkrumah,0
Franck,Hounnou,1
Coralie,Davis,0
Sophie,Sylla,0
Beatrice,Moussa,0
Christopher,Zouma,1
Justine,Watanabe,0
Ilétou,Chen,0
Lars,Simon,1
Philippine,Kowalski,0
Cédric,Johansson,1
Madeline,Khan,0
Zinnia,Lopez,0
Jin,Koulibaly,1
Adeline,Togbe,0
Stefan,Lawson,1
Franck,Diawara,1
Éléonore,Azamati,0
Essonani,Diabre,1
Yaa,Davis,0
Olivia,Andersen,0
Karine,Nyaku,0
Atsuko,Akakpo-Doe,0
Yasmine,Kowalski,0
Clémence,Diawara,0
Komi,Agyeman,1
Ulysse,Adzaho,1
Margot,Fischer,0
Koffi-Doe,Lefebvre,1
Maïwenn,Ayigbe,0
Irene,Miller,0
Ursula,Müller,0
Bassooma,Dossou,1
Koffi,Johansson,1
Kodjo,Santos,1
Maxime,Zouma,1
Mia,Bangoura,0
Hailey,Togbe,0
Cecilia,Soglo,0
Takashi,Tchamye,1
Nicolas,Kouassi,1
Yves,Leroy,1
Aria,Moreau,0
Elena,Weber,0
Winnie,Lefebvre,0
Chike,Diallo,1
Oluwaseun,Amegashie,1
Rebecca,Quist,0
Chloe,Patel,0
Azhar,Brown,1
Blandine,Wang,0
Valerie,Opoku,0
Arnaud,Danquah,1
Valentine,Ofori-Atta,0
Tristan,Novak,1
Jacques,Opoku,1
Juan,Suzuki,1
Dela,Khan,1
Lilou,Abliza,0
Helene,Ahove,0
Hazel,Kouadio,0
Sophie,Morquette,0
Samuel,Takyi,1
Aria,Kouyaté,0
Kevin,Garcia,1
Charlène,Attipoe,0
Michel,Opoku,1
Hannah,Taylor,0
Wei,Schneider,1
Carlos,Ocloo,1
Klaus,Opoku,1
Baptiste,Amouzou,1
Océana,Batali,0
Ximena,Suzuki,0
Médar,Sagna,1
Tina,Traoré,0
Luis,Foli,1
Ariana,Gupta,0
Michel,Schmidt,1
Odon,Johansson,1
Adwoa,Schneider,0
Mireille,Kouadio,0
Isabelle,Djondo,0
Mawusi,Suzuki,0
Abiré,Moussa,0
Romain,Traoré,1
Luc,Darko,1
Sophia,Lopez,0
Jorge,Liu,1
Emeka,Asamoah,1
Danielle,Gnama,0
Akowé,Zouma,1
Eliana,Silva,0
Madison,Ivanov,0
Kossi,Williams,1
Koffi-Doe,Zongo,1
Gérard,Ivanov,1
Isidore,Darko,1
Wei,Amegantse,1
Coralie,Zouma,0
Anaïs,Asamoah,0
Gbenga,Ofosu,1
Rosalie,Sato,0
Cecile,Silva,0
Akua,Smith,0
Juan,Takyi,1
Mark,Lopez,1
Charles,Williams,1
Kodjo,Abliza,1
Abiré,Moreau,0
Danielle,Liu,0
Ekoue,Sarr,1
Téléky,Weber,1
Bassooma,Lopez,1
Tatiana,Alassani,0
Vera,Boateng,0
Justine,Moussa,0
François,Dzokoto,1
Dmitry,Koffi,1
Maxime,Santos,1
Raymond,Sarr,1
Adeline,Dossou,0
Tunde,Attipoe,1
Rosalie,Ocloo,0
Zoe,Tanaka,0
Nora,Schmidt,0
Efia,Simon,0
Hailey,Zoungrana,0
Yaa,Hansen,0
Penelope,Nayo,0
Perrine,Darko,0
Savannah,Williams,0
ruth,Amegashie,0
Valerie,Tetteh,0
Médar,Tetteh,1
Yawa,Bangoura,1
Nicolas,Gnama,1
Élodie,Sato,0
Yasmine,Ofori-Atta,0
Nathalie,Djondo,0
Etienne,Takyi,1
Patrick,Traoré,1
Efua,Simon,0
Ursule,Simon,0
Alice,Ofosu,0
Layla,Agbodeka,0
ruth,Li,0
Joséphine,Schneider,0
Xavier,Ayite,1
Fiifi,Awuku,1
Lei,Brown,1
Ivan,Esposito,1
Thibault,Sarr,1
Maëlys,Schmidt,0
Hans,Nkrumah,1
Camille,Sagna,0
Paul,Moreau,1
Gbenga,Kouadio,1
Raymond,Smith,1
Philippine,Santos,0
Tatiana,Ayite,0
Emily,Akakpo,0
Antoine,Djondo,1
Remi,Andersen,1
Youssef,Hounnou,1
Bassooma,Zongo,1
Olivier,Suzuki,1
Hazel,Sylla,0
Juan,Larsson,1
Océane,Tchamye,0
Togbe,Jones,1
Danielle,Müller,0
Philippine,Adomako,0
Mark,Taylor,1
Aurora,Amouzou,0
Julie,Li,0
Kossiwa,Clark,0
LARE,Esposito,1
Esso,Nyavor,1
Mark,Ofori,1
Cheikh,Kouassi,1
Abdoulaye,Hounnou,1
Vincent,Sylla,1
Noémie,Gupta,0
Nicolas,Sokpor,1
Danielle,Osei,0
Riley,Danquah,0
Karine,Ahove,0
François,Traoré,1
Juan,Azamati,1
Pascale,Diallo,0
Téléky,Zoungrana,1
Luc,Osei,1
Clémence,Opoku,0
Adjoua,Schneider,1
Segun,Lawson,1
Arnaud,Amegashie,1
Samira,Akoto,0
Nicolette,Asamoah,0
Dodji,Bakari,1
Hugues,Lefebvre,1
Hugues,Nyavor,1
Gilles,Amegashie,1
Rachelle,Smith,0
Zara,Avoseh,0
Stella,Patel,0
Hassan,Santos,1
Fiosron,Suzuki,0
Sébastien,Nkrumah,1
Segun,Togbe,1
Natalie,Kouadio,0
Addison,Li,0
Ursula,Agyeman,0
Jocelyn,Takahashi,1
Amelia,Andersen,0
Blandine,Schmidt,0
Lars,Koulibaly,1
Adjoa,Taylor,0
Harper,Ofori-Atta,0
Inès,Garcia,0
Lilou,Ayite,0
Alice,Larsson,0
Hannah,Russo,0
Ilétou,Anani,0
Margot,Hansen,0
Emmanuel,Danquah,1
Skylar,Azamati,0
Sven,Nayo,1
Koffi,Moreau,1
Richard,Brown,1
Kokou,Bangoura,1
Sergey,Gbedemah,1
Komi,Zoungrana,1
Baptiste,Kowalski,1
Akakpo,Diallo,1
Aline,Gonzalez,0
Steven,Kouyaté,1
Zoe,Amevor,0
Abigail,Pereira,0
Harper,Leroy,0
Cecile,Akoto,0
Didier,Soglo,1
Anna,Li,0
Chike,Nyaku,1
Zinsou,Opoku,1
Kwame,Baah,1
Hassan,Boateng,1
Amélie,Diabre,0
Kafui,Dossou,0
Fatoumata,Ocloo,0
Luna,Chen,0
Yolande,Moreau,0
Komi,Russo,1
Olympe,Takahashi,0
Baptiste,Djondo,1
Nicolas,Patel,1
Élise,Agyeman,0
Ezechiel,Simon,1
Quintine,Avoseh,0
Skylar,Adzaho,0
Valentine,Davis,0
Serena,Gbikpi,0
Genesis,Darko,0
Pascale,Ahove,0
Aaliyah,Agbozo,0
Kwaku,Novak,1
Therese,Sarr,0
Togbe,Zhang,1
Anaïs,Santos,0
Atsuko,Zhang,0
Mazamesso,Foli,1
Winnie,Moussa,0
Kofi,Akakpo,1
Lei,Khan,1
Florence,Jones,0
Georges,Agyeman,1
Yōsuke,Boateng,1
Ines,Amekudzi,0
Madison,Leroy,0
Nana,Ferreira,0
Gabriella,Abliza,0
Fabrice,Agyeman,1
Maëlys,Ocloo,0
Jocelyn,Zouma,1
Komivi,Dogbe,1
Zara,Boateng,0
Winnie,Singh,0
Maëlys,Schneider,0
Mawusi,Johnson,0
Queen,Mensah,0
Ade,Lopez,1
Raoul,Schneider,1
Tania,Lopez,0
Mawusi,Adomako,0
Remi,Avoseh,1
Véronique,Petrov,0
Louna,Avoseh,0
Zoé,Koulibaly,0
Gérard,Lefebvre,1
Giselle,Asamoah,0
Victoria,Obodai,0
Luc,Patel,1
Quentin,Gbedemah,1
Margaux,Simon,0
Brigitte,Bakari,0
Franck,Silva,1
Robert,Wilson,1
Wendy,Gbedemah,0
Lars,Jones,1
Penelope,Soglo,0
Christophe,Simon,1
Yves,Djondo,1
Tania,Wilson,0
Philippine,Sato,0
Kofi,Bakari,1
Kwaku,Amouzou,1
Inès,Gupta,0
Ekoue,Watanabe,1
Brooklyn,Lefebvre,0
Arjun,Williams,1
Mahmoud,Leroy,1
Yves,Agbobli,1
Quentin,Moussa,1
Ximena,Boateng,0
Ama,Lawson,0
Serena,Agbodeka,0
Antoine,Nyaku,1
Tristan,Darko,1
Amit,Williams,1
Robert,Silva,1
Genesis,Singh,0
Baptiste,Johnson,1
Joséphine,Smith,0
Efia,Alassani,0
Danielle,Zongo,0
Essowaza,Sokpor,1
Elise,Agyeman,0
Genesis,Santos,0
Edem,Schmidt,1
Paisley,Miller,0
Stella,Ivanov,0
Sébastien,Simon,1
Katia,Tetteh,0
Takashi,Russo,1
Kodjovi,Taylor,1
Fiosron,Owusu,0
Mensah,Schmidt,1
Wendy,Rodriguez,0
Etienne,Schneider,1
Talitha,Garcia,0
Yōsuke,Takyi,1
Léa,Avoseh,0
Kokou,Lefebvre,1
Kodjovi,Nkrumah,1
Élodie,Koffi,0
Atsuko,Azamati,0
Lilou,Adzaho,0
Charlène,Avoseh,0
Afi,Agyeman,0
Addison,Dogbe,0
Juliette,Amegashie,0
Patience,Müller,0
Odette,Wilson,0
Cecile,Amegashie,0
Adrien,Zoungrana,1
Christopher,Hounnou,1
Thomas,Amekudzi,1
Cecilia,Azamati,0
Savannah,Toure,0
Giselle,Fischer,0
Ellie,Schneider,0
Noémie,Gonzalez,0
Véronique,Lawson,0
Méyébinesso,Opoku,1
Akowé,Adzaho,1
Jacqueline,Brown,0
Robert,Takahashi,1
Youssef,Sokpor,1
Ximena,Ferreira,0
Arnaud,Dogbe,1
Madison,Watanabe,0
Zélie,Amevor,0
Violette,Danquah,0
Chloe,Watanabe,0
Nathanael,Amegantse,1
Matthew,Batali,1
Komla,Sokpor,1
Franck,Khan,1
Emeka,Akakpo,1
Hubert,Azamati,1
Paisley,Smith,0
José,Patel,1
Xenia,Smith,0
Ursula,Silva,0
Gérard,Müller,1
Afi,Takahashi,0
Donald,Baah,1
Julien,Müller,1
Philippine,Ivanov,0
Aaliyah,Pereira,0
Kafui,Alassani,0
Koffi,Toure,1
Serge,Nyaku,1
Giuseppe,Zouma,1
Stéphane,Zongo,1
Stéphane,Akakpo,1
Margot,Silva,0
Cecile,Tanaka,0
Médar,Nkrumah,1
ruth,Diallo,0
Ezechiel,Larsson,1
Viviane,Sharma,0
Dmitry,Tanaka,1
Viviane,Ayite,0
Lily,Abliza,0
Omar,Weber,1
Odile,Tetteh,0
Amenyo,Traoré,0
Vera,Nyaku,0
Blandine,Kouadio,0
Adrien,Akakpo-Doe,1
Ursule,Suzuki,0
Pedro,Baah,1
Médar,Hounnou,1
Ximena,Zongo,0
Anthony,Ansah,1
Komivi,Schneider,1
Ama,Dossou,0
Queen,Bangoura,0
Sebastian,Zongo,1
Cecile,Takahashi,0
Gilles,Zongo,1
Marion,Amekudzi,0
Oluwaseun,Ahove,1
Omar,Gbikpi,1
Rachelle,Nayo,0
Dmitry,Agyeman,1
Benoit,Ahove,1
Rahul,Awuku,1
Maëlle,Bakari,0
Joséphine,Chen,0
Fiosron,Ofori,0
Audrey,Johnson,0
Vincent,Darko,1
Ulysse,Johansson,1
Rachelle,Williams,0
Manon,Johansson,0
Marcel,Nyavor,1
Camille,Akoto,0
João,Amegashie,1
Efua,Brown,0
Yvette,Adomako,0
Emily,Anani,0
Yolande,Ayigbe,0
Nicolette,Foli,0
Liliane,Morquette,0
Marion,Mensah,0
Efia,Gupta,0
Émilie,Gupta,0
Yvette,Togbe,0
Inès,Dogbe,0
Vijay,Owusu,1
Segun,Andersen,1
Gbenga,Alassani,1
Daniel,Ofosu,1
Carlos,Nayo,1
Matthew,Dogbe,1
Kossi,Suzuki,1
Julien,Lawson,1
Antoine,Wilson,1
Gilles,Tchamye,1
Adrien,Li,1
Joseph,Durand,1
Romain,Aidoo,1
Akowé,Zoungrana,1
Eloise,Amegantse,0
Éléonore,Lopez,0
Médar,Morquette,1
Michel,Dogbe,1
Kodjo,Ahove,1
Abigail,Fischer,0
Patience,Schmidt,0
Yōsuke,Ofosu,1
Florence,Tetteh,0
Mila,Leroy,0
Marie,Ferreira,0
Sophia,Abliza,0
Dela,Liu,1
Ludovic,Rodriguez,1
Akossiwa,Dogbe,0
Daniel,Toure,1
Esso,Durand,1
Ludovic,Nkrumah,1
Ulysse,Sharma,1
Kwesi,Attipoe,1
Quentin,Darko,1
Akossiwa,Osei,0
Wendy,Tchamye,0
Olivier,Adomako,1
Abiré,Toure,0
Eloise,Garcia,0
Audrey,Ofori,0
Wendie,Agyeman,0
Tina,Taylor,0
Yuki,Tetteh,1
Amit,Taylor,1
Sabrina,Garcia,0
Luc,Esposito,1
Mawuli,Martinez,1
Tania,Tchamye,0
Abiré,Brown,0
Folly,Ayigbe,1
Ama,Togbe,0
Didier,Zoungrana,1
Atsuko,Suzuki,0
Agbeko,Amekudzi,1
Remi,Akakpo-Doe,1
Charlène,Ayite,0
Véronique,Danquah,0
Tiphaine,Durand,0
Sophie,Anani,0
Ekoue,Rodriguez,1
Dzidzor,Dossou,0
Akakpo,Amevor,1
Raoul,Asamoah,1
Eliana,Nkrumah,0
Ava,Quist,0
Zara,Agbozo,0
David,Agbozo,1
Ama,Rossi,0
Jacques,Sokpor,1
Zacharie,Davis,1
Abigail,Kouadio,0
Rebecca,Pereira,0
Essonani,Silva,1
Wei,Abliza,1
Jean-Pierre,Asamoah,1
Abdel-Aziz,Amouzou,1
Hannah,Zhang,0
Essonani,Hansen,1
David,Nyaku,1
Pascal,Amegantse,1
Coralie,Watanabe,0
Genevieve,Asamoah,0
Helene,Lefebvre,0
Clement,Adomako,1
Hugues,Suzuki,1
Koku,Koulibaly,1
Ursula,Adzaho,0
Fleur,Akakpo-Doe,0
Brigitte,Baah,0
Fabrice,Alassani,1
Ella,Kouyaté,0
Samuel,Weber,1
Ella,Akakpo-Doe,0
Roxane,Sokpor,0
Caroline,Boateng,0
Véronique,Togbe,0
Océane,Amegashie,0
Anaïs,Diawara,0
Juliette,Wilson,0
Daniel,Attipoe,1
Philippine,Dzokoto,0
Folly,Davis,1
Rahul,Sokpor,1
Isabella,Gbikpi,0
ruth,Kowalski,0
Koku,Djondo,1
Mila,Durand,0
Dodji,Silva,1
Benoit,Adomako,1
Yōsuke,Sato,1
Helene,Hounnou,0
Luc,Gnama,1
Essonani,Amegashie,1
Genesis,Schmidt,0
Hubert,Ocloo,1
Jacques,Djondo,1
Zacharie,Sato,1
Valerie,Garcia,0
Georges,Hansen,1
Ximena,Azamati,0
Laure,Djondo,0
Mélanie,Schmidt,0
Julien,Khan,1
Maëlys,Durand,0
Akakpo,Boateng,1
Odette,Chen,0
Ivan,Diawara,1
Joseph,Gbedemah,1
Julien,Wilson,1
Luc,Tetteh,1
Sophie,Sharma,0
Charles,Gbedemah,1
Violette,Smith,0
Therese,Schmidt,0
Nana,Zongo,0
Abdel-Aziz,Taylor,1
Kwame,Tchamye,1
Michel,Boateng,1
Aria,Ofori,0
Amelia,Obodai,0
Katherine,Alassani,0
Jeanne,Johansson,0
Ade,Garcia,1
Skylar,Opoku,0
Erik,Baah,1
Kodjo,Novak,1
Madison,Owusu,0
Mansan,Adomako,0
Thibault,Zouma,1
Maïwenn,Koffi,0
Yōsuke,Darko,1
Michel,Soglo,1
Wei,Nyaku,1
Jacqueline,Simon,0
Amelia,Toure,0
Didier,Müller,1
Oluwaseun,Wilson,1
Isidore,Gonzalez,1
Yasmine,Amegashie,0
Nadine,Azamati,0
Maïwenn,Lefebvre,0
Adeyemi,Traoré,1
Vincent,Williams,1
John,Atsu,1
Joelle,Takyi,0
Michael,Owusu,1
Brooklyn,Martinez,0
Inès,Kouyaté,0
Jean-Pierre,Clark,1
Diane,Singh,0
Isabella,Hansen,0
Folly,Ivanov,1
Aria,Ayite,0
Marcel,Dzokoto,1
Julien,Lefebvre,1
Quintine,Tetteh,0
François,Gupta,1
Lucie,Watanabe,0
Clement,Clark,1
Roxane,Koffi,0
Yvette,Johansson,0
Marine,Koffi,0
Éléonore,Diawara,0
Cédric,Amevor,1
Juliette,Sato,0
Hilaire,Azamati,1
Afia,Martinez,0
Abigail,Miller,0
Viviane,Zouma,0
Océana,Nkrumah,0
Diego,Schneider,1
Caleb,Takyi,1
Kodjovi,Fischer,1
Aurora,Lopez,0
Katia,Sharma,0
Amélie,Moussa,0
Emeka,Chen,1
John,Wilson,1
Afia,Kouyaté,0
Pierrette,Ferrari,0
Donald,Clark,1
Lucy,Schmidt,0
Elise,Miller,0
Katherine,Larsson,0
Hailey,Larsson,0
Quintine,Watanabe,0
Olympe,Opoku,0
François,Davis,1
Liliane,Kouassi,0
Giuseppe,Russo,1
Abiré,Akoto,0
Adwoa,Nayo,0
Sarah,Petrov,0
Peter,Gbikpi,1
Wendy,Morquette,0
Emmanuel,Ofosu,1
Quintine,Johnson,0
Juan,Weber,1
Camila,Kowalski,0
Joelle,Watanabe,0
Madeline,Lopez,0
Luis,Jones,1
Kokou,Takahashi,1
Ivan,Andersen,1
Nathanael,Novak,1
Yōsuke,Ocloo,1
Stefan,Zhang,1
Isidore,Foli,1
Tiphaine,Smith,0
Lucie,Bangoura,0
Élodie,Andersen,0
Perrine,Lopez,0
Sophia,Bakari,0
Sophie,Gnama,0
Kenneth,Kouyaté,1
Luís,Sagna,1
